Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDO11,OUT013,0.31297335
NCM31,OUT049,0.16217768
FDV35,OUT019,0.013878239
FDF58,OUT017,0.06507965
NCE43,OUT049,0.23823915
FDA02,OUT035,0.17366368
DRL37,OUT010,0.013878239
FDR24,OUT018,0.07631319
FDW59,OUT049,0.089093454
FDS22,OUT049,0.039454035
FDW24,OUT017,0.056233443
FDU24,OUT035,0.09563614
FDA21,OUT027,0.34656352
FDH58,OUT027,0.23034771
FDW36,OUT018,0.09316162
FDI45,OUT027,0.33019853
FDU01,OUT018,0.23019443
FDF35,OUT027,0.20334199
FDU43,OUT019,0.05009917
FDE24,OUT019,0.013878239
FDK50,OUT049,0.19098444
FDG31,OUT045,0.060126238
FDC60,OUT045,0.09364128
FDL36,OUT013,0.07748364
FDP21,OUT013,0.22198217
FDW16,OUT045,0.091355294
FDX02,OUT017,0.26345316
FDQ58,OUT027,0.29255515
FDT51,OUT046,0.1392849
FDD59,OUT049,0.058418646
NCM42,OUT018,0.10306548
FDA57,OUT018,0.03607762
FDZ48,OUT035,0.142333
FDE46,OUT045,0.17445004
NCZ30,OUT019,0.013878239
FDB56,OUT017,0.21733037
FDA25,OUT027,0.19205584
FDD20,OUT013,0.1363823
FDL25,OUT013,0.06885668
NCO18,OUT049,0.21414198
FDJ45,OUT017,0.043327384
FDR12,OUT035,0.20931363
NCF19,OUT010,0.013878239
FDK25,OUT046,0.20071132
NCR17,OUT046,0.14927654
FDC52,OUT046,0.17848817
NCA54,OUT017,0.21549974
FDR45,OUT010,0.009566335
NCM19,OUT049,0.12554152
FDF39,OUT027,0.4688757
FDX23,OUT049,0.11022816
FDD58,OUT027,0.19651218
FDX28,OUT013,0.07699282
NCD31,OUT013,0.18872268
FDU57,OUT018,0.14629672
FDI27,OUT046,0.037724577
NCM42,OUT046,0.13311842
FDD32,OUT027,0.16866015
FDI34,OUT013,0.27189443
NCM29,OUT049,0.15034354
FDG46,OUT018,0.0925941
DRC01,OUT010,0.013878239
FDB15,OUT027,0.4836245
NCA17,OUT027,0.27988654
FDF10,OUT046,0.17508268
FDR26,OUT027,0.34555727
FDI02,OUT049,0.086681254
NCM54,OUT010,0.018049432
FDF14,OUT013,0.16822451
FDJ33,OUT010,0.021731354
FDM20,OUT035,0.3049141
FDC03,OUT027,0.35555956
NCX05,OUT046,0.13793686
NCM41,OUT027,0.17997362
NCU29,OUT010,0.0
FDQ59,OUT017,0.08500899
FDH46,OUT010,0.020154092
FDH09,OUT013,0.034361206
NCD06,OUT045,0.05027324
FDC15,OUT035,0.1679333
DRD37,OUT027,0.0799043
FDT28,OUT027,0.28237024
FDR28,OUT027,0.29369617
FDT38,OUT017,0.09477447
FDV34,OUT027,0.15898228
FDY52,OUT035,0.0755616
FDB34,OUT013,0.07991446
DRL23,OUT018,0.10273345
DRB24,OUT046,0.17327513
FDJ50,OUT046,0.08141649
FDQ49,OUT035,0.18554215
FDP20,OUT035,0.15012845
FDV19,OUT027,0.29240948
NCR54,OUT045,0.22887364
FDO09,OUT010,0.09485406
FDS57,OUT018,0.14025939
FDN10,OUT049,0.1378689
FDV23,OUT049,0.14487712
FDY28,OUT049,0.2376084
DRG51,OUT013,0.20192318
FDD45,OUT019,0.013878239
NCL18,OUT027,0.35527414
NCM29,OUT013,0.14292173
FDF17,OUT027,0.3609418
FDE22,OUT017,0.1778245
FDQ22,OUT017,0.033013083
FDS01,OUT013,0.21431856
FDW35,OUT027,0.109184206
FDJ33,OUT046,0.14910248
NCF54,OUT035,0.21312244
FDE09,OUT013,0.113922305
NCE06,OUT045,0.16106585
DRH49,OUT049,0.091019556
FDY43,OUT045,0.19100583
NCT05,OUT017,0.30232278
FDZ34,OUT045,0.21277378
FDL38,OUT017,0.08330543
FDZ31,OUT017,0.23253365
FDR14,OUT035,0.056979693
NCN54,OUT049,0.08267384
NCC42,OUT027,0.26360187
FDK08,OUT017,0.10804537
FDP59,OUT013,0.08899194
FDV22,OUT035,0.19498287
FDD33,OUT035,0.29370007
DRE60,OUT027,0.4244038
FDK52,OUT046,0.24324627
FDA02,OUT017,0.17503634
FDM56,OUT049,0.12977128
FDE57,OUT035,0.16513206
FDM32,OUT045,0.09858354
NCQ30,OUT027,0.24201879
FDQ27,OUT027,0.18496533
FDT60,OUT027,0.24531822
FDU43,OUT049,0.27211124
NCO55,OUT035,0.12741688
FDG02,OUT045,0.2152451
FDJ28,OUT013,0.22703359
FDP40,OUT045,0.115665354
FDJ38,OUT045,0.2251027
NCC54,OUT017,0.27220717
NCZ41,OUT046,0.14271566
FDK38,OUT019,0.013878239
FDU52,OUT013,0.17025104
FDC40,OUT046,0.083023354
NCR30,OUT017,0.07816877
NCN18,OUT017,0.12476316
FDB50,OUT035,0.08960739
FDG04,OUT013,0.22659005
FDR26,OUT035,0.21411441
NCT17,OUT018,0.20308542
FDX35,OUT027,0.3788634
FDS12,OUT046,0.13446164
NCZ29,OUT027,0.23897408
FDB38,OUT010,0.038464908
FDP12,OUT013,0.03852006
FDP22,OUT046,0.053714626
FDS26,OUT018,0.23700254
FDR52,OUT046,0.23731002
DRJ13,OUT046,0.16706072
FDU48,OUT027,0.2552543
FDE29,OUT035,0.073584385
NCT29,OUT049,0.14093056
DRK37,OUT018,0.19574781
FDK55,OUT046,0.085776374
FDR07,OUT046,0.08952648
FDO21,OUT027,0.3913666
FDK46,OUT049,0.35647476
FDB12,OUT045,0.113216795
FDT31,OUT027,0.35669515
FDJ33,OUT045,0.13726108
FDC26,OUT027,0.20774436
NCQ02,OUT045,0.21448834
FDP08,OUT010,0.042631686
FDB11,OUT027,0.3995365
FDV55,OUT013,0.16133378
FDW20,OUT049,0.13580993
NCJ18,OUT019,0.013878239
FDC41,OUT018,0.05932188
FDE14,OUT027,0.19215137
FDG35,OUT013,0.20832466
FDF45,OUT035,0.054609977
FDS19,OUT027,0.15927306
FDS58,OUT019,0.02475547
FDA26,OUT017,0.25252956
FDM32,OUT049,0.094466865
FDL45,OUT046,0.14416125
FDZ55,OUT049,0.18588099
FDY37,OUT049,0.14413874
FDO46,OUT046,0.23882124
FDQ60,OUT046,0.13441853
FDA19,OUT018,0.12984559
FDL15,OUT046,0.15594257
FDM10,OUT018,0.23592353
NCL05,OUT017,0.037173852
DRK49,OUT010,0.013878239
NCE18,OUT027,0.45068488
FDG40,OUT049,0.037941627
DRI59,OUT045,0.25558165
FDK28,OUT035,0.3228778
NCD06,OUT019,0.013878239
FDO11,OUT019,0.05974447
FDK27,OUT046,0.13142268
FDT43,OUT027,0.06604315
FDD38,OUT018,0.10962006
FDA16,OUT049,0.3409056
FDL14,OUT027,0.2779802
NCM17,OUT049,0.047808968
FDD20,OUT045,0.1348991
FDA40,OUT045,0.0926488
FDL43,OUT045,0.07250581
FDV15,OUT045,0.10469242
FDE52,OUT046,0.102139495
NCL17,OUT010,0.0
NCJ31,OUT045,0.24722522
FDR60,OUT045,0.08860354
NCA18,OUT035,0.13381541
FDS21,OUT027,0.1380731
FDW09,OUT035,0.087745324
FDL26,OUT035,0.19915365
FDS47,OUT018,0.09524622
FDC39,OUT046,0.22227392
FDT51,OUT035,0.1341329
FDK40,OUT035,0.3356176
NCG19,OUT045,0.25819772
FDZ07,OUT046,0.06334136
FDF08,OUT027,0.17771968
FDO04,OUT013,0.040234804
FDK41,OUT018,0.0688348
FDP15,OUT049,0.3157229
NCD43,OUT018,0.09400533
NCP18,OUT013,0.16486461
FDZ51,OUT046,0.117441446
DRH13,OUT035,0.119482525
FDF38,OUT045,0.043058127
NCI43,OUT045,0.04140999
FDM38,OUT027,0.106753826
FDS03,OUT013,0.038760267
DRJ47,OUT017,0.2088351
FDT50,OUT010,0.018522881
FDV02,OUT046,0.16708791
NCG18,OUT017,0.11665517
FDW52,OUT046,0.20766221
FDS40,OUT035,0.04681678
FDN31,OUT017,0.21350633
FDA37,OUT045,0.1363319
FDA15,OUT046,0.2613676
FDL39,OUT046,0.19864157
FDJ53,OUT045,0.12986058
FDX22,OUT013,0.25621048
NCZ42,OUT045,0.27348325
FDD56,OUT027,0.3101529
FDD40,OUT017,0.23465236
FDS50,OUT013,0.26118413
NCN14,OUT013,0.2270553
FDT15,OUT013,0.21223457
NCS18,OUT027,0.21642971
NCO26,OUT010,0.0
FDF58,OUT018,0.036024056
NCB19,OUT013,0.06840409
FDH26,OUT017,0.16077894
DRB24,OUT027,0.3004508
FDA49,OUT018,0.0916071
FDB32,OUT045,0.108532414
FDI36,OUT017,0.24275644
NCA17,OUT010,0.02310469
FDH22,OUT013,0.11774908
NCM26,OUT018,0.18332092
FDT15,OUT027,0.33322775
FDB16,OUT018,0.07574365
NCP54,OUT027,0.24522133
FDJ36,OUT013,0.08874371
FDO28,OUT045,0.12281531
FDU09,OUT013,0.0434924
FDF29,OUT017,0.14751051
FDY08,OUT013,0.12957883
DRJ59,OUT018,0.037431613
FDT23,OUT027,0.1487914
FDU15,OUT018,0.03509727
FDT47,OUT013,0.092905484
FDI53,OUT019,0.028958324
FDR59,OUT018,0.31284297
FDD53,OUT035,0.04827395
FDY51,OUT017,0.2505491
FDT04,OUT049,0.03711331
FDU51,OUT049,0.19566676
FDG14,OUT035,0.18231781
NCU06,OUT045,0.25803605
DRG25,OUT046,0.20296654
DRH49,OUT035,0.09940318
FDN15,OUT035,0.17499015
FDL43,OUT018,0.058787853
NCT18,OUT049,0.21978402
NCB31,OUT013,0.34623772
FDK57,OUT035,0.13930221
FDY04,OUT019,0.022161096
NCP54,OUT046,0.13371976
FDF41,OUT013,0.29377186
FDM01,OUT045,0.11079001
FDW03,OUT045,0.10335667
FDF28,OUT045,0.14194374
FDY37,OUT017,0.16345136
FDQ03,OUT017,0.29117253
FDP51,OUT027,0.22595775
FDJ40,OUT017,0.119649604
FDC32,OUT049,0.10618801
DRI49,OUT027,0.16879033
NCW54,OUT017,0.06410043
FDF09,OUT017,0.038354643
FDP45,OUT018,0.29783
DRJ23,OUT018,0.20511629
FDS59,OUT017,0.11572143
FDY08,OUT046,0.14702241
FDX16,OUT049,0.16998763
FDY16,OUT018,0.20512299
FDK32,OUT035,0.1907712
FDQ22,OUT013,0.033044763
NCC31,OUT018,0.16011766
FDG58,OUT049,0.16755478
DRF48,OUT013,0.24608001
DRH36,OUT049,0.08207873
NCR30,OUT035,0.08043947
FDB03,OUT019,0.03964508
FDZ28,OUT027,0.2351687
FDR35,OUT017,0.23797856
DRD15,OUT027,0.43206894
FDJ33,OUT019,0.013878239
FDA56,OUT010,0.0
FDP56,OUT046,0.05210703
NCT30,OUT046,0.052211106
FDK15,OUT017,0.10980853
FDH44,OUT018,0.15174639
FDV01,OUT013,0.16771758
DRG03,OUT017,0.16856922
FDG50,OUT027,0.18964922
FDR16,OUT010,0.0028811963
FDZ60,OUT046,0.1065098
DRG03,OUT045,0.16837493
FDS56,OUT018,0.28209135
FDU33,OUT045,0.043472517
DRD27,OUT035,0.12019353
FDW22,OUT046,0.26391464
DRA24,OUT045,0.19183156
FDF38,OUT049,0.041394018
FDX48,OUT013,0.17996119
FDS58,OUT018,0.16414885
FDC32,OUT046,0.089230984
NCQ29,OUT045,0.29285246
DRK39,OUT018,0.073590726
NCS38,OUT017,0.12509514
DRO47,OUT013,0.10153765
DRG27,OUT027,0.09593508
FDC57,OUT027,0.34147227
FDS55,OUT046,0.16758485
NCJ06,OUT018,0.108667426
FDO01,OUT019,0.013878239
NCM55,OUT045,0.19455136
FDC52,OUT049,0.17696221
FDQ15,OUT045,0.060408227
NCT30,OUT027,0.08136404
NCR42,OUT027,0.045182496
FDD28,OUT035,0.07513183
FDQ34,OUT049,0.12723571
FDZ12,OUT027,0.27315995
DRE13,OUT019,0.013878239
NCN07,OUT019,0.013878239
FDM28,OUT035,0.22623573
FDI10,OUT017,0.19898841
FDQ25,OUT013,0.19946077
FDA38,OUT010,0.09961311
DRI13,OUT049,0.2502191
FDY20,OUT027,0.17759795
NCZ53,OUT035,0.23101021
NCM31,OUT013,0.15020685
DRB01,OUT017,0.19895722
DRF37,OUT046,0.26173308
NCF42,OUT049,0.20568985
FDF16,OUT018,0.15434805
FDB41,OUT013,0.04369341
FDR34,OUT013,0.2868678
FDR15,OUT018,0.1598009
NCV42,OUT019,0.013878239
FDW51,OUT035,0.25926977
FDU36,OUT017,0.10470725
FDX60,OUT049,0.095438704
FDY03,OUT035,0.12377916
FDW55,OUT045,0.28421292
FDT01,OUT010,0.042196218
FDG58,OUT013,0.16633882
FDK21,OUT017,0.28611264
NCS41,OUT019,0.015703125
FDS10,OUT045,0.19974522
NCT53,OUT046,0.20006439
FDJ28,OUT018,0.20944731
FDX44,OUT045,0.084505185
FDT20,OUT018,0.029419975
FDO44,OUT017,0.12270855
NCX17,OUT049,0.2593295
FDY01,OUT017,0.12989984
FDJ12,OUT027,0.36613193
DRK35,OUT018,0.03742498
FDD47,OUT019,0.013878239
NCM53,OUT035,0.1254293
FDO45,OUT013,0.077381514
NCM42,OUT010,0.0
FDE04,OUT046,0.21792099
NCI30,OUT027,0.44944403
FDZ19,OUT013,0.2125831
FDW57,OUT013,0.1917392
FDA25,OUT013,0.09707252
FDT22,OUT046,0.06693381
FDP51,OUT013,0.11601842
FDD48,OUT027,0.23093806
FDY39,OUT035,0.21962768
FDO48,OUT010,0.021488264
FDD23,OUT027,0.324534
DRN35,OUT027,0.09499819
FDT01,OUT035,0.26222584
FDC20,OUT010,0.013878239
DRJ35,OUT035,0.082830735
FDB32,OUT046,0.09215226
FDL24,OUT046,0.2173663
NCV42,OUT035,0.12274653
FDZ46,OUT046,0.12943296
FDC15,OUT013,0.15498653
FDD08,OUT019,0.013878239
FDY50,OUT049,0.07907065
FDD36,OUT013,0.12507033
FDG57,OUT027,0.08026675
FDL21,OUT018,0.041262597
FDN16,OUT027,0.19411537
FDJ09,OUT027,0.083173774
FDS01,OUT010,0.0
FDV33,OUT017,0.31530952
DRE12,OUT017,0.11441889
FDR07,OUT013,0.091939084
FDP48,OUT010,0.0
NCB55,OUT035,0.05734329
FDQ08,OUT013,0.05312199
FDR34,OUT035,0.29977143
FDO33,OUT046,0.12580596
FDP13,OUT045,0.044656254
FDX12,OUT049,0.28081027
NCT06,OUT049,0.19573101
FDR16,OUT019,0.04743448
FDE36,OUT046,0.20302181
FDZ36,OUT049,0.20862392
FDV13,OUT045,0.087523006
NCZ17,OUT035,0.048509322
FDU56,OUT045,0.21499702
FDM09,OUT035,0.20048653
FDV02,OUT017,0.1981964
FDS34,OUT018,0.11325687
FDA11,OUT049,0.11158495
FDP09,OUT017,0.24248679
FDB29,OUT027,0.2158524
FDT19,OUT017,0.1992074
DRH15,OUT017,0.047332667
FDY38,OUT046,0.2522437
FDF14,OUT027,0.28596
FDN48,OUT010,0.014816695
FDQ12,OUT013,0.28447464
NCJ43,OUT045,0.18089543
FDE17,OUT019,0.016455512
FDB05,OUT035,0.3107198
FDH10,OUT045,0.20420295
NCR06,OUT017,0.040407505
FDU32,OUT018,0.115723826
FDD56,OUT049,0.19635376
FDO36,OUT018,0.1939229
FDH16,OUT010,0.0154589685
FDX10,OUT018,0.03996385
FDZ37,OUT017,0.09010107
FDU31,OUT010,0.0
DRC49,OUT049,0.15537582
FDL15,OUT045,0.1768288
FDN32,OUT019,0.026012376
DRH59,OUT027,0.15759447
NCU29,OUT049,0.17159227
FDR37,OUT019,0.035663016
FDS14,OUT018,0.15928307
FDU02,OUT027,0.4264343
FDJ08,OUT035,0.2294344
NCZ06,OUT045,0.27262846
FDO31,OUT049,0.08076049
FDH31,OUT018,0.08030227
FDS58,OUT017,0.18889612
NCA53,OUT027,0.11497417
FDF50,OUT046,0.21139169
NCW42,OUT049,0.26241413
NCQ17,OUT045,0.17081125
FDK51,OUT018,0.23254356
NCW41,OUT010,0.024815418
NCR29,OUT017,0.065037064
FDB08,OUT019,0.013878239
FDA40,OUT027,0.1626162
FDL14,OUT018,0.15413886
FDB47,OUT046,0.23192589
FDO03,OUT035,0.2900948
DRK13,OUT019,0.014198587
FDX13,OUT010,0.0
FDF52,OUT046,0.20548266
FDT11,OUT013,0.222841
FDB08,OUT013,0.19827156
FDQ28,OUT018,0.15793902
FDD29,OUT045,0.28382573
NCQ29,OUT027,0.46602342
NCO02,OUT013,0.039582007
FDR56,OUT010,0.039271288
NCM54,OUT049,0.14586781
FDP51,OUT035,0.12792051
FDT38,OUT013,0.072434686
FDZ20,OUT018,0.2355466
FDJ53,OUT013,0.118050896
FDX13,OUT049,0.33667153
FDP58,OUT035,0.27439258
NCK31,OUT019,0.013878239
FDA35,OUT018,0.109710895
FDV37,OUT018,0.21781038
NCO07,OUT027,0.38422927
FDA20,OUT045,0.19611776
FDZ59,OUT035,0.19494595
NCY17,OUT017,0.049083643
FDQ28,OUT035,0.18115015
FDV35,OUT017,0.18043515
FDQ36,OUT013,0.028036874
FDD34,OUT018,0.16892867
FDK51,OUT045,0.28410068
FDV31,OUT035,0.20507576
FDR04,OUT035,0.11163553
FDR14,OUT049,0.058885366
DRC36,OUT010,0.0
FDE39,OUT019,0.013878239
FDP57,OUT049,0.11922763
FDE57,OUT046,0.15775624
NCN18,OUT046,0.12199463
NCQ05,OUT018,0.14734268
FDW47,OUT035,0.14569071
FDV46,OUT035,0.17435332
NCP29,OUT045,0.07314608
FDE09,OUT018,0.10192223
NCU06,OUT027,0.4228167
FDT19,OUT010,0.024486147
DRF15,OUT017,0.17837039
DRI51,OUT013,0.19244753
NCX54,OUT013,0.09704974
DRE01,OUT013,0.3078811
NCB07,OUT045,0.22101513
FDU50,OUT035,0.12755151
FDG40,OUT035,0.045368977
FDW10,OUT018,0.18272628
FDX51,OUT013,0.23699321
NCP17,OUT045,0.057978824
FDP21,OUT035,0.23464583
FDL04,OUT045,0.11672665
FDV23,OUT013,0.12050286
FDF24,OUT046,0.10617172
FDH56,OUT027,0.215877
FDB51,OUT049,0.05064898
FDI58,OUT027,0.18307744
FDR20,OUT013,0.04886724
FDC51,OUT018,0.1145328
FDB16,OUT027,0.15945347
FDE40,OUT049,0.05123298
NCM17,OUT035,0.06325476
FDU56,OUT035,0.2384421
FDS32,OUT019,0.018442657
FDX02,OUT049,0.2576885
FDT39,OUT027,0.28887144
FDE35,OUT017,0.05391039
NCI42,OUT019,0.025322553
DRL23,OUT046,0.12983602
FDA10,OUT046,0.12385351
FDA11,OUT013,0.08382008
NCM06,OUT046,0.17635383
NCT05,OUT035,0.34015325
NCQ02,OUT010,0.0
NCY06,OUT049,0.1553918
FDY56,OUT035,0.28024453
FDL02,OUT035,0.092175186
NCI06,OUT035,0.21617733
FDQ14,OUT045,0.15140244
FDQ12,OUT017,0.26747718
FDP36,OUT046,0.04499639
FDK21,OUT027,0.44656265
FDO40,OUT045,0.17404418
NCK54,OUT019,0.013878239
FDY09,OUT018,0.1903742
NCW30,OUT049,0.31671134
NCC55,OUT027,0.04507196
FDE58,OUT018,0.10275935
FDR39,OUT013,0.20097372
FDU28,OUT049,0.20132782
FDH08,OUT017,0.25423494
FDG35,OUT045,0.20403482
FDG22,OUT049,0.037522446
FDC34,OUT035,0.16539429
FDP15,OUT018,0.248836
FDK34,OUT010,0.0
FDU45,OUT035,0.1354329
FDQ04,OUT027,0.101583734
FDX22,OUT018,0.23586605
FDB45,OUT017,0.116641484
NCH43,OUT027,0.4016311
DRE60,OUT046,0.23714872
FDD17,OUT027,0.42690232
NCM54,OUT017,0.1488035
NCH55,OUT013,0.13710913
NCT06,OUT017,0.19632702
FDA48,OUT027,0.40677047
FDY58,OUT027,0.41639265
FDO25,OUT045,0.23149969
FDN50,OUT045,0.097521394
FDH35,OUT035,0.20309319
FDK09,OUT045,0.25885937
FDO16,OUT013,0.06735092
FDW11,OUT045,0.066317625
FDU47,OUT027,0.25897226
NCQ42,OUT010,0.019048527
FDK55,OUT027,0.15734105
FDN08,OUT049,0.122840494
FDT57,OUT045,0.26261383
FDJ12,OUT018,0.2332503
DRL59,OUT017,0.049693167
NCN53,OUT046,0.05549194
FDO51,OUT010,0.013878239
FDK56,OUT017,0.20305938
FDY12,OUT035,0.045053322
FDU15,OUT035,0.03141953
FDQ19,OUT046,0.28228948
DRF15,OUT045,0.17829688
DRE25,OUT019,0.013878239
FDK57,OUT018,0.11439767
FDD33,OUT010,0.024954168
FDR34,OUT027,0.3967384
FDU04,OUT045,0.1231289
FDE35,OUT019,0.013878239
NCD31,OUT035,0.19995216
FDJ56,OUT035,0.11055643
NCU53,OUT046,0.19982561
FDD39,OUT035,0.2638558
NCU17,OUT019,0.013878239
FDJ20,OUT046,0.13463804
NCW41,OUT018,0.16355106
FDL52,OUT035,0.042323284
FDS39,OUT035,0.15848313
DRJ47,OUT045,0.18506911
FDP13,OUT010,0.013878239
DRK39,OUT010,0.012319203
FDF28,OUT010,0.024174318
FDB09,OUT045,0.13966
FDM51,OUT046,0.12227827
DRM49,OUT018,0.036284376
DRF23,OUT013,0.19231358
DRH01,OUT035,0.20514743
FDH12,OUT027,0.21356185
FDA28,OUT019,0.013878239
FDW37,OUT018,0.09787374
FDF02,OUT046,0.12725106
DRL37,OUT046,0.036480803
NCF43,OUT046,0.16096294
FDH08,OUT010,0.0462289
FDR34,OUT019,0.05211615
NCK19,OUT049,0.23052755
NCD55,OUT018,0.031638645
FDT27,OUT049,0.24173917
FDQ57,OUT045,0.1518168
FDA47,OUT035,0.18390246
DRG15,OUT027,0.116306014
FDE05,OUT018,0.14056449
FDN46,OUT046,0.10508798
FDX27,OUT027,0.18451971
FDT51,OUT045,0.12526646
FDU33,OUT013,0.034135945
FDJ16,OUT027,0.12917623
FDD20,OUT019,0.013878239
FDT36,OUT049,0.040695466
DRF15,OUT027,0.30151403
FDN52,OUT010,0.016101087
FDC22,OUT027,0.32013038
FDX15,OUT045,0.17976235
FDT13,OUT013,0.22809233
FDU04,OUT017,0.13242596
FDU31,OUT019,0.04515408
FDW59,OUT027,0.18290152
NCO29,OUT046,0.1989054
FDL15,OUT035,0.18733065
FDI41,OUT049,0.15224457
FDQ48,OUT049,0.10914028
DRI39,OUT013,0.03348016
FDI08,OUT013,0.30779693
FDC21,OUT049,0.1213065
FDF58,OUT035,0.07799726
FDS08,OUT010,0.015303049
FDE47,OUT045,0.1379913
NCP18,OUT019,0.013878239
NCR41,OUT013,0.10163409
FDA27,OUT013,0.3052156
FDA43,OUT035,0.23305427
FDA49,OUT045,0.08874665
NCE55,OUT018,0.193816
DRM49,OUT027,0.09792389
FDF22,OUT027,0.3928318
FDQ15,OUT018,0.06197737
NCS54,OUT017,0.20236517
NCY05,OUT013,0.028373182
FDR45,OUT046,0.2493468
FDK57,OUT049,0.14420806
FDF41,OUT010,0.033278085
FDV21,OUT046,0.15163405
FDD51,OUT046,0.036724903
FDF33,OUT046,0.1627871
FDA38,OUT046,0.25979683
FDR56,OUT045,0.2331757
NCN41,OUT017,0.13775328
FDC60,OUT027,0.16651823
FDB47,OUT045,0.22995964
DRH01,OUT013,0.19407281
FDW08,OUT046,0.10516469
FDF38,OUT027,0.091220774
FDY32,OUT017,0.17422594
FDG34,OUT049,0.115752965
FDG47,OUT019,0.04552014
NCF18,OUT035,0.22969791
FDL39,OUT019,0.028064404
NCH55,OUT035,0.15473442
DRJ35,OUT049,0.06407542
FDS44,OUT035,0.29319498
DRE01,OUT018,0.2667755
FDY39,OUT013,0.22682942
FDY32,OUT018,0.17395033
FDR33,OUT027,0.21630178
NCP50,OUT049,0.07792161
FDZ47,OUT018,0.096194506
FDU57,OUT049,0.16593103
FDY44,OUT013,0.23365763
DRH59,OUT018,0.05527471
FDB03,OUT027,0.4149245
FDY46,OUT045,0.20741723
FDM39,OUT045,0.1798372
FDY36,OUT035,0.09089209
NCM55,OUT035,0.23558271
FDJ50,OUT010,0.013878239
DRL60,OUT013,0.18567698
NCJ54,OUT049,0.32581556
FDX59,OUT017,0.036953576
FDI07,OUT013,0.24180944
DRF51,OUT010,0.013878239
FDM14,OUT017,0.12308294
FDP21,OUT045,0.2176671
FDE40,OUT035,0.053350776
FDE05,OUT035,0.17844306
FDM13,OUT027,0.25186923
FDC34,OUT027,0.2604661
NCI55,OUT018,0.113611475
NCE43,OUT018,0.17670377
FDW58,OUT018,0.099571146
FDG60,OUT045,0.24745554
FDV31,OUT017,0.18930943
FDR47,OUT013,0.2313423
FDM60,OUT019,0.013878239
NCF06,OUT018,0.27734944
NCN26,OUT027,0.22572483
FDQ59,OUT049,0.07047181
FDF09,OUT046,0.044693843
NCS06,OUT017,0.3037668
FDT44,OUT046,0.11956031
FDI19,OUT017,0.2886862
FDT22,OUT017,0.07291063
NCF54,OUT027,0.32436347
DRG25,OUT045,0.20284903
FDB59,OUT017,0.23362714
FDQ37,OUT017,0.22188722
FDP56,OUT035,0.05758483
FDW44,OUT035,0.21104799
FDJ26,OUT010,0.06369857
FDU43,OUT018,0.28075644
FDW33,OUT045,0.11094136
NCX53,OUT027,0.2694659
FDN56,OUT010,0.0089087365
DRF15,OUT049,0.17148799
FDO33,OUT017,0.13439472
FDZ39,OUT010,0.024055887
NCJ19,OUT017,0.057302125
FDU01,OUT035,0.2344712
FDT12,OUT035,0.28671417
NCM18,OUT018,0.04149366
FDP19,OUT017,0.1457088
NCR42,OUT049,0.03559979
FDN10,OUT046,0.14118303
FDG44,OUT017,0.060546905
FDQ10,OUT046,0.1904001
DRH13,OUT049,0.10845059
FDT52,OUT013,0.3003112
FDM56,OUT045,0.12139529
NCO43,OUT010,0.018654842
NCV29,OUT035,0.22429423
NCF06,OUT013,0.35009423
FDO50,OUT035,0.10440113
FDT59,OUT013,0.28425434
FDX40,OUT027,0.094561666
FDE50,OUT017,0.22990733
FDX51,OUT017,0.23162095
NCD30,OUT018,0.07789017
FDK15,OUT013,0.086947665
FDL12,OUT045,0.044764128
FDK46,OUT017,0.30034631
DRH49,OUT010,0.013878239
FDQ57,OUT046,0.17387028
FDY59,OUT017,0.10206217
FDO09,OUT018,0.30833536
NCG30,OUT035,0.14075081
FDM09,OUT017,0.2008665
NCN17,OUT027,0.20277478
NCS42,OUT013,0.0723623
FDD02,OUT019,0.013878239
FDE34,OUT013,0.20732547
FDU38,OUT045,0.20746815
FDB33,OUT046,0.16663864
NCJ29,OUT017,0.10000133
FDZ27,OUT035,0.07335815
FDI40,OUT013,0.08391403
FDG22,OUT013,0.042781465
FDT51,OUT017,0.12508902
FDF20,OUT018,0.22444579
FDV50,OUT035,0.13408399
FDT02,OUT049,0.031891078
DRC49,OUT017,0.1493545
FDF26,OUT049,0.15797767
FDV52,OUT035,0.13765986
FDX59,OUT049,0.038610548
FDV25,OUT035,0.28173026
FDW23,OUT027,0.07134969
FDE53,OUT018,0.095662445
FDA19,OUT017,0.1364893
FDH22,OUT046,0.14002876
NCO41,OUT013,0.097483985
FDX12,OUT017,0.27052692
FDF17,OUT013,0.24514492
FDS11,OUT045,0.25704226
FDR51,OUT035,0.15732446
FDT49,OUT010,0.019474868
FDC56,OUT013,0.11872455
FDR13,OUT027,0.21715939
FDQ60,OUT035,0.13016103
FDN38,OUT049,0.29068667
NCL29,OUT013,0.1649274
FDO13,OUT027,0.3049198
FDE26,OUT018,0.1452818
FDA31,OUT010,0.008494176
FDX14,OUT035,0.08314385
FDA34,OUT045,0.19842893
FDF26,OUT013,0.17015107
FDE38,OUT045,0.17987016
DRI11,OUT046,0.15333587
FDQ60,OUT027,0.21523803
FDL21,OUT027,0.101043776
DRC12,OUT027,0.36583441
FDC47,OUT046,0.23428099
FDE57,OUT045,0.14426102
FDT14,OUT045,0.12707146
NCZ53,OUT046,0.21761252
FDE28,OUT018,0.26123986
FDR19,OUT035,0.15120345
NCF54,OUT019,0.015649593
FDZ08,OUT046,0.08401974
NCJ05,OUT018,0.16072017
FDF59,OUT046,0.16728328
